"","PRIMARY_KEY","ORGANIZATION_NAME","SUB_BUILDING_NAME","BUILDING_NAME","NUMBER","PRIMARY_THORFARE","ALT_THORFARE","SECONDARY_THORFARE","LOCALITY","TOWNLAND","TOWN","COUNTY","POSTCODE","X_CORDINATE","Y_CORDINATE"
"383127",383127,"","","","15","ENAGH PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267869,421862
"383129",383129,"","","","133","BALLYAVELIN ROAD","","","","BALLYCRUM","LIMAVADY","LONDONDERRY","BT490QB",273448,422070
"383131",383131,"","","","50","BOLEA ROAD","","","","DERRY MORE","LIMAVADY","LONDONDERRY","BT490QT",270278,424746
"383132",383132,"","","","15","GLENMORE GARDENS","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RT",267750,422003
"383134",383134,"","","","17","ROSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490BF",268748,421689
"383135",383135,"","","","174","DRUMACHOSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SJ",268269,422217
"383136",383136,"","","","5","TYLER ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DW",267926,423591
"383139",383139,"","","","48","MOUNT EDEN","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268630,421744
"383140",383140,"","","","14","FULTON PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490DY",268725,421801
"383141",383141,"","","","14","THORNDALE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490ST",268059,421966
"383142",383142,"","","","70","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RD",268167,422083
"383143",383143,"","","","186","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SR",268167,423087
"383144",383144,"","","","104","SHANREAGH PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SG",268172,422606
"383146",383146,"","","","6","ROSE PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490BF",268873,421607
"383147",383147,"","","","46","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NU",268043,422080
"383148",383148,"","","","122","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268411,422944
"383152",383152,"","","","22","DRUMCEATT PARK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499HE",267240,421854
"383154",383154,"","","","29","BARANAILT ROAD","","","","TAMLAGHT","LIMAVADY","LONDONDERRY","BT499HJ",266256,422097
"383156",383156,"","","","1","MELODY WAY","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490EN",268475,422406
"383158",383158,"","","","63","BALLYQUIN ROAD","","","","CARRAN","LIMAVADY","LONDONDERRY","BT499EY",268053,421220
"383161",383161,"","","","10","ROSSEDEN DRIVE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",269011,422091
"383166",383166,"NORMAN MCALLISTER & SON","","","15","DRUMSURN ROAD","","","","DRUMMOND","LIMAVADY","LONDONDERRY","BT490PD",269049,422959
"383194",383194,"","","","126","EDENMORE ROAD","","","","BALLYLEAGRY","LIMAVADY","LONDONDERRY","BT490NH",270737,419098
"383195",383195,"","","",NA,"EDENMORE ROAD","","","","BALLYLEAGRY","LIMAVADY","LONDONDERRY","BT490NH",270795,419472
"383402",383402,"","","","24","NEW LINE ROAD","","","","MAGHERAMORE","LIMAVADY","LONDONDERRY","BT499NF",263983,417747
"383428",383428,"","","","53","EAST ROAD","","","","CARRICK EAST","LIMAVADY","LONDONDERRY","BT490NW",270186,417502
"383448",383448,"","","","9","RUSHIE PARK","P핱RC NA LUACHRA","","","DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490LS",272080,417339
"388846",388846,"","","","41","BEECH ROAD","","","","DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PR",271979,417309
"389339",389339,"","","","9","ROSSEDEN DRIVE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",269006,422193
"389340",389340,"","","","45","ROSSEDEN DRIVE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",268929,422169
"389414",389414,"","","","321A","SEACOAST ROAD","","","","BALLYMULTIMBER","LIMAVADY","LONDONDERRY","BT490LA",267325,431982
"389447",389447,"","","","10","TARTNAKILLY ROAD","","","","TARTNAKILLY","LIMAVADY","LONDONDERRY","BT499NA",262970,419439
"389465",389465,"","","","34","TERRYDREMONT ROAD","","","","TERRYDREMONT SOUTH","LIMAVADY","LONDONDERRY","BT490NL",270130,417959
"389497",389497,"","","","1","MILL PARK","","","","CARRYDOO","LIMAVADY","LONDONDERRY","BT490QD",271390,425450
"389588",389588,"","","","9","PLANTATION VIEW","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UX",268816,422886
"389714",389714,"","","","33","BURNALLY ROAD","","","","FARLOW","LIMAVADY","LONDONDERRY","BT499DP",265302,424332
"389722",389722,"NORTHERN IRELAND WATER LTD","","","384A","SEACOAST ROAD","","","","BALLYMULTIMBER","LIMAVADY","LONDONDERRY","BT490LA",266898,432413
"389723",389723,"","","","456","SEACOAST ROAD","","","","LENAMORE","LIMAVADY","LONDONDERRY","BT490LD",267239,433239
"389821",389821,"NEW ABOUT TOWN","","","17A","MARKET STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AB",267123,423125
"389822",389822,"","","","24B","MARKET STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AA",267077,423145
"389936",389936,"TWEEDY ACHESON LTD","","","59-61","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267102,423256
"389953",389953,"","","","19","KENNAUGHT TERRACE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AS",267260,422508
"390332",390332,"","","","10","PLANTATION ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT499HX",268638,422936
"390333",390333,"","","","12","PLANTATION ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT499HX",268622,422927
"390378",390378,"","","","46","KNOCKANBAAN","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268706,423015
"390405",390405,"","","","13","KNOCKANBAAN","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268677,422847
"390430",390430,"LIMAVADY PRINTING CO","","","22","MARKET STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AA",267076,423146
"390442",390442,"","","","36","PLANTATION VIEW","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UX",268810,423073
"390759",390759,"","","","83","DRUMACHOSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NY",268161,422360
"390788",390788,"","","","86","MOUNT EDEN","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490TS",268682,421648
"390789",390789,"","","","57","ROSSMARA","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UA",269110,422254
"390842",390842,"","","",NA,"AGHANLOO ROAD","","","","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HX",268292,425148
"390973",390973,"","","","39","LAUREL ROAD","","","","GLACK","LIMAVADY","LONDONDERRY","BT499NB",262084,418014
"391001",391001,"","","","6","IRWIN AVENUE","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499HF",267286,421764
"391009",391009,"","","","169","MOUNT EDEN","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268560,421541
"391042",391042,"FIRST HOUSING AID & SUPPORT SERVICES","","","2","ALEXANDER ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BW",267327,423405
"391081",391081,"","","","3A","MARKET STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AB",267151,423093
"391171",391171,"KEN CUMMINGS","1","","88A","DOWLAND ROAD","","","FRUITHILL","GRANNAGH","LIMAVADY","LONDONDERRY","BT490HR",267372,425272
"391537",391537,"","","","4","BALLYMORE AVENUE","","","","BALLYMORE","LIMAVADY","LONDONDERRY","BT499LG",266997,419580
"391548",391548,"","","","96","BOLEA ROAD","","","","KILLYBREADY","LIMAVADY","LONDONDERRY","BT490QU",271425,425691
"391657",391657,"","","","9","ROEMILL COURT","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499NP",267139,422006
"391674",391674,"","","","128","IRISH GREEN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AP",267288,422542
"391677",391677,"","","","80","RINGSEND ROAD","","","","KEADY","LIMAVADY","LONDONDERRY","BT490QJ",271951,423759
"392480",392480,"","","","51","ROSSEDEN DRIVE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",268955,422190
"392738",392738,"","","","46","WHISPERING PINES","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UB",268982,422434
"392753",392753,"","","","63","TERRYDOO ROAD","","","","TERRYDOO CLYDE","LIMAVADY","LONDONDERRY","BT490PF",273361,420667
"392771",392771,"","","","5","GLENBEG WALK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RL",267740,421965
"392806",392806,"","","","58","TULLY ROAD","","","","MULKEERAGH","LIMAVADY","LONDONDERRY","BT499HW",264210,422105
"392856",392856,"","","","15","CARRIAGE COURT","","","","DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LU",267252,433004
"392923",392923,"","","","7","TIRCREVEN ROAD","","","","CLOONEY","LIMAVADY","LONDONDERRY","BT490LN",269390,433888
"393022",393022,"","","","58","CONNELL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EA",267321,423114
"393145",393145,"","","","33","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NU",268157,422018
"393264",393264,"","","","37","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268120,421435
"394498",394498,"","","","41","CROSSNADONNELL ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490BD",268755,422663
"394806",394806,"","","","192","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SR",268150,423047
"394817",394817,"","","","10","SPRINGHILL TERRACE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BS",266892,422779
"394831",394831,"","","","649","SEACOAST ROAD","","","","UMBRA","LIMAVADY","LONDONDERRY","BT490LH",273269,435800
"394842",394842,"","","","136","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QG",268455,421513
"394888",394888,"CENTURY 21 MCIVOR HOMES","","","2","CATHERINE STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DB",267127,423053
"394895",394895,"","","","16","GLENBEG WALK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RL",267767,421911
"394923",394923,"","","","6","DUNMORE PLACE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AN",267386,422669
"394930",394930,"","","","27","SHANREAGH PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SF",267980,422709
"394931",394931,"","","","11","ROSSNAVANNA","","","BOVALLY","BOVALLY","LIMAVADY","LONDONDERRY","BT490TU",268869,421996
"394940",394940,"","","","37","CATHERINE STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DA",266995,423011
"394941",394941,"","","","37","ALEXANDER ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BW",267429,423295
"394947",394947,"","","","404","SEACOAST ROAD","","","","DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LD",266712,433139
"396125",396125,"","","CARSE HALL",NA,"CARSE ROAD","","","","BALLYKELLY LEVEL (INTAKE)","LIMAVADY","LONDONDERRY","BT499DX",263501,424878
"396161",396161,"","","","139","GREYSTONE ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490PB",268560,422993
"396589",396589,"","","","153","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SP",268239,423049
"396656",396656,"","","NAISCOIL LEIM AN MHADAIDH","57","CHURCH STREET","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BX",267591,423153
"396797",396797,"","","","7","BALLYNARRIG ROAD","","","","CARLARAGH","LIMAVADY","LONDONDERRY","BT499LP",265593,419482
"396933",396933,"","","","41","DRUMMOND MANOR","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269122,422403
"397329",397329,"","","","93","POLLYS BRAE ROAD","","","","MOYS","LIMAVADY","LONDONDERRY","BT499LN",265439,417367
"397334",397334,"","","","12","BROIGHTER GARDENS","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490GH",268815,422540
"397530",397530,"","","","16","DRUMAVALLY","","","","DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267208,432849
"397690",397690,"","","","137","AGHANLOO ROAD","","","","BALLYMAGLIN","LIMAVADY","LONDONDERRY","BT490HY",267785,428996
"397938",397938,"","","","66","SCROGGY ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267939,422592
"397942",397942,"","","","16","IRWIN AVENUE","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499HF",267334,421802
"397945",397945,"","","","8","GLENBANK WALK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RJ",267826,422038
"397946",397946,"","","","21","PROTESTANT STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BP",266999,422865
"397947",397947,"","","","50","DRUMACHOSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268087,422293
"397948",397948,"","","","54","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268389,423077
"397950",397950,"","","","8","WILLIAM STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BL",266974,422812
"397952",397952,"","FLAT A","","14","LINENHALL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266977,423049
"397954",397954,"","","","8","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QE",268004,421675
"397955",397955,"","","","22","GLENGIVEN AVENUE","","","","DEER PARK","LIMAVADY","LONDONDERRY","BT490RW",267861,421735
"397959",397959,"","","","58","GLENVIEW DRIVE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267711,421992
"397960",397960,"","","","76","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RD",268199,422087
"397962",397962,"","","","7","SCROGGY ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267737,423135
"397968",397968,"","","ST. MARYS PAROCHIAL HOUSE","115","IRISH GREEN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AB",267219,422660
"397969",397969,"","","","14","TYLER AVENUE","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DT",267795,423495
"397970",397970,"","","","23","EDENMORE ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490NG",268277,422434
"397971",397971,"","","","46","ENAGH PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267869,421957
"397972",397972,"","","","9","SCROGGY CLOSE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SU",267873,422007
"397973",397973,"","","","51","SCROGGY ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267891,422552
"397974",397974,"","","","140","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QG",268488,421521
"397975",397975,"","","","12","EDENMORE ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490NG",269235,422250
"397981",397981,"","","","11","DAIRYVALE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490DZ",268773,422320
"397984",397984,"","","",NA,"EDENMORE ROAD","","","","BALLYLEAGRY","LIMAVADY","LONDONDERRY","BT490NH",270102,418959
"397985",397985,"","","","102","DRUMSURN ROAD","","","","GLEBE","LIMAVADY","LONDONDERRY","BT490PD",270216,421650
"397990",397990,"","","","9","ROSSEDEN PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490PQ",268983,422077
"397992",397992,"","","","176","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268362,421979
"397993",397993,"","","","1","BELLS HILL","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DQ",268061,423334
"397996",397996,"","","","1","ROSENDALE AVENUE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490AE",268838,421883
"398000",398000,"","","","63","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268159,421433
"398001",398001,"","","","96","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QG",268231,421565
"398005",398005,"","","","7","CARLARAGH ROAD","","","","TAMLAGHT","LIMAVADY","LONDONDERRY","BT499LD",266088,421294
"398006",398006,"","","","19","GLENBEG WALK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RL",267754,421901
"398007",398007,"","","","84","HIGHLANDS ROAD","","","","CULMORE UPPER","LIMAVADY","LONDONDERRY","BT499LY",264185,420050
"398011",398011,"","","","80","CARLARAGH ROAD","","","","TERRYDRUM","LIMAVADY","LONDONDERRY","BT499LF",266498,418919
"398014",398014,"","","","88","BALLYAVELIN ROAD","","","","BALLYNAHERY","LIMAVADY","LONDONDERRY","BT490QB",271261,421856
"398018",398018,"","","","22","EDENVALE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RF",268545,421943
"398214",398214,"","","","2","POLLYS BRAE ROAD","","","","LARGY","LIMAVADY","LONDONDERRY","BT499LL",267329,418266
"398244",398244,"","","","46","KILHOYLE ROAD","","","","KILHOYLE","LIMAVADY","LONDONDERRY","BT490PU",274641,416332
"398799",398799,"","","","45","ROSSMARA","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UA",269137,422142
"404185",404185,"","","","35A","MARKET STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AB",267087,423167
"404239",404239,"","","","80","BROIGHTER ROAD","","","","BROGLASCO","LIMAVADY","LONDONDERRY","BT499DY",264664,425127
"404247",404247,"","","","41","IRISH GREEN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AA",267171,422956
"404555",404555,"MARTIN O HARA","","","195","SEACOAST ROAD","","","","BALLYHENRY EAST","LIMAVADY","LONDONDERRY","BT499EF",266910,428450
"405076",405076,"","","","86","RINGSEND ROAD","","","","LECK","LIMAVADY","LONDONDERRY","BT490QJ",273010,423273
"405192",405192,"","","","9","DANNY BOY PLACE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UH",268831,422377
"405198",405198,"","","","3","MILL ROAD","","","","TERRYDREMONT SOUTH","LIMAVADY","LONDONDERRY","BT490NN",270256,417757
"405294",405294,"","","","5","CROSSNADONNELL ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490BD",268490,422563
"405332",405332,"","","","5","RITTERS COURT","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EJ",267174,421907
"405333",405333,"","","","7","RITTERS COURT","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EJ",267180,421908
"405482",405482,"","","","26","SPALLAN ROAD","","","","BALLYSPALLAN","LIMAVADY","LONDONDERRY","BT499DT",263707,423314
"405582",405582,"","","","37","SHANREAGH PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SF",268004,422777
"405598",405598,"","","","133","MOUNT EDEN","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268549,421603
"405712",405712,"","","","32","POLLYS BRAE ROAD","","","","LARGY","LIMAVADY","LONDONDERRY","BT499LL",266926,418050
"405723",405723,"","","","97","ALEXANDER ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BP",267429,423363
"405768",405768,"","","","38","EDENVALE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RF",268545,421906
"405815",405815,"","","","54","CONNELL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EA",267313,423129
"405948",405948,"","","","71","ANDERSON CRESCENT","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RQ",268385,422104
"405953",405953,"LAP CONTRACTS","UNIT 13","","1","AGHANLOO ROAD","","","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268284,425656
"405986",405986,"","","","2","LINDSTRAND GARDENS","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490TD",268643,422090
"406233",406233,"","","","6","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EP",267610,421825
"406248",406248,"","","","32","BURNALLY ROAD","","","","FARLOW","LIMAVADY","LONDONDERRY","BT499DP",265790,424578
"406249",406249,"","","","17","TAYLOR PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NT",268024,422147
"406342",406342,"","","","5","THORNDALE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490ST",268055,421934
"406343",406343,"","","","13","BENEVENAGH DRIVE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AQ",267417,422625
"406482",406482,"","","","92","IRISH GREEN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AN",267279,422665
"406483",406483,"","","","163","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QQ",268372,421411
"407252",407252,"","","","40","BENEVENAGH DRIVE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AL",267333,422611
"407651",407651,"","","","160","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268270,422045
"408008",408008,"","","","119","IRISH GREEN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AB",267226,422570
"408124",408124,"","","","45","GREYSTONE ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490ND",268153,422418
"408622",408622,"","","","14","DANNY BOY PLACE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UH",268917,422291
"408818",408818,"","","","44","DRUMMOND MANOR","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269135,422442
"408852",408852,"","","","23","CROSSNADONNELL ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490BD",268648,422541
"408886",408886,"","APARTMENT A","","112","CONNELL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EF",267240,422975
"408938",408938,"","","","2","DRUMMOND MANOR","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",268994,422322
"408962",408962,"","","","21","GORTENANIMA","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490GF",268739,422809
"409363",409363,"","","","12","ST. MARY'S CLOSE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AQ",267312,422634
"409623",409623,"","","","77","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268192,421454
"409624",409624,"","","","41","ALEXANDER ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BW",267457,423288
"409625",409625,"","","","43","MOUNT EDEN","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490TN",268397,421945
"409626",409626,"","","","11","ROSSMORE PLACE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490WB",269033,422003
"409635",409635,"","","","53","WHISPERING PINES","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UF",269097,422484
"409636",409636,"","","","59","ROSSMARA","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UA",269121,422263
"409644",409644,"","","SHED",NA,"BENONE AVENUE","","","","BENONE","LIMAVADY","LONDONDERRY","BT490LQ",271279,435506
"409700",409700,"","","",NA,"AGHANLOO ROAD","","","","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HX",268353,425372
"409718",409718,"","","","24","MOUNT EDEN","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268678,421811
"409723",409723,"","","","20","BELLS HILL","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DQ",268214,423339
"409748",409748,"","","","67","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RD",268260,421881
"409763",409763,"","","","420","SEACOAST ROAD","","","","LENAMORE","LIMAVADY","LONDONDERRY","BT490LD",266336,433662
"409835",409835,"","","","24","GLENVIEW DRIVE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267642,422083
"409836",409836,"","","","5","SCROGGY PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DE",267675,423091
"409843",409843,"","","","6","JANES VALLEY","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268547,422376
"410000",410000,"COFFEE SOLUTIONS","UNIT 20","","1","AGHANLOO ROAD","","","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268265,425691
"410848",410848,"","","","1E","WILLIAM STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BL",266989,422776
"410866",410866,"","","","34","BROIGHTER ROAD","","","","GLEBE","LIMAVADY","LONDONDERRY","BT499DU",264838,423407
"410889",410889,"SARA LEE AND COURTAULDS","","","58","CHURCH STREET","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BX",267608,423228
"411426",411426,"","","","83","TARTNAKILLY ROAD","","","","DUNBROCK","LIMAVADY","LONDONDERRY","BT499JH",261195,419154
"411490",411490,"","","","194","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268392,421874
"411764",411764,"FURNITURE","","","8C","BALLYCLOSE STREET","","","","KILLANE","LIMAVADY","LONDONDERRY","BT490BN",267362,423535
"411842",411842,"","","","348","SEACOAST ROAD","","","","BALLYMULTIMBER","LIMAVADY","LONDONDERRY","BT490LA",266291,432378
"411909",411909,"ALL CREATURES VETERINARY CLINIC","","","18","ANDERSON AVENUE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490TF",268346,422467
"412027",412027,"","UNIT D1","","75","SEACOAST ROAD","","","","LOWER CORNDALE","LIMAVADY","LONDONDERRY","BT499DW",266420,424969
"412038",412038,"","","","91","BARLEYHILL","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490FH",268195,421666
"412110",412110,"","","","4","BROIGHTER GARDENS","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490GH",268816,422504
"412281",412281,"","","","451","SEACOAST ROAD","","","","CRAIG","LIMAVADY","LONDONDERRY","BT490LL",270510,434311
